time	type	subtype	content
163.593	event	input	A1_out
163.607	event	input	A1_in
163.627	event	input	A1_out
163.721	event	sync	rsync
167.721	event	sync	rsync
169.752	event	sync	rsync
176.077	event	sync	rsync
181.485	event	sync	rsync
185.878	event	sync	rsync
190.166	event	sync	rsync
193.862	event	sync	rsync
194.260	event	input	B2_in
194.268	state		wait_choice
194.330	event	input	B2_out
194.768	event	timer	init_cue_timer
195.326	event	input	A1_in
195.327	state		hold_poke
195.527	event	timer	poke_hold_timer
195.527	state		poked_in
195.528	variable	print	{"num_t": 22, "num_t_in_block": 31, "num_blocks": 1, "curr_block_len": 31, "chosen_tow": "A1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [6, 3], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 2, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 3, "A1": 1, "C1": 18}, "rank_counts": {"best": 18, "second": 1, "third": 3}, "tot_rew_amt": 140}
195.535	state		choice
195.835	event	timer	pulse_off_timer
195.885	event	timer	pulse_on_timer
195.956	event	sync	rsync
196.185	event	timer	pulse_off_timer
196.235	event	timer	pulse_on_timer
196.235	state		ITI
197.235	state		wait_init
197.991	event	input	A1_out
200.155	event	sync	rsync
201.830	event	input	B2_in
201.838	state		wait_choice
201.883	event	input	B2_out
202.314	event	sync	rsync
202.338	event	timer	init_cue_timer
202.764	event	input	B1_in
202.767	state		hold_poke
202.859	event	input	B1_out
202.863	state		wait_choice
202.895	event	input	B1_in
202.898	state		hold_poke
202.998	event	sync	rsync
203.055	event	input	B1_out
203.058	state		wait_choice
203.111	event	input	B1_in
203.115	state		hold_poke
203.314	event	timer	poke_hold_timer
203.314	state		poked_in
203.315	variable	print	{"num_t": 23, "num_t_in_block": 1, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [6, 3], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 4, "A1": 1, "C1": 18}, "rank_counts": {"best": 19, "second": 1, "third": 3}, "tot_rew_amt": 146}
203.322	state		choice
203.360	event	input	B1_out
203.397	event	input	B1_in
203.624	event	timer	pulse_off_timer
203.678	event	timer	pulse_on_timer
203.982	event	timer	pulse_off_timer
204.036	event	timer	pulse_on_timer
204.340	event	timer	pulse_off_timer
204.394	event	timer	pulse_on_timer
204.398	state		ITI
205.399	state		wait_init
205.933	event	input	B1_out
207.502	event	input	B2_in
207.510	state		wait_choice
207.527	event	input	B2_out
208.010	event	timer	init_cue_timer
208.612	event	input	C1_in
208.616	state		hold_poke
208.815	event	timer	poke_hold_timer
208.815	state		poked_in
208.816	variable	print	{"num_t": 24, "num_t_in_block": 2, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "C1", "chosen_rank": "third", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [7, 4], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 0, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 4, "A1": 1, "C1": 19}, "rank_counts": {"best": 19, "second": 1, "third": 4}, "tot_rew_amt": 146}
208.826	state		ITI
208.829	event	input	C1_out
208.884	event	input	C1_in
209.187	event	input	C1_out
209.228	event	input	C1_in
209.320	event	timer	no_rew_cue_timer
209.633	event	input	C1_out
209.826	state		wait_init
211.433	event	sync	rsync
212.518	event	input	B2_in
212.526	state		wait_choice
212.582	event	input	B2_out
213.026	event	timer	init_cue_timer
213.568	event	input	B1_in
213.571	state		hold_poke
213.771	event	timer	poke_hold_timer
213.771	state		poked_in
213.772	variable	print	{"num_t": 25, "num_t_in_block": 3, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [1, 5], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 5, "A1": 1, "C1": 19}, "rank_counts": {"best": 19, "second": 2, "third": 4}, "tot_rew_amt": 148}
213.779	state		choice
214.081	event	timer	pulse_off_timer
214.135	event	timer	pulse_on_timer
214.140	state		ITI
215.140	state		wait_init
216.047	event	input	B1_out
218.536	event	sync	rsync
219.391	event	input	B2_in
219.399	state		wait_choice
219.435	event	input	B2_out
219.505	event	input	B2_in
219.508	state		hold_poke
219.525	event	input	B2_out
219.528	state		wait_choice
219.899	event	timer	init_cue_timer
220.086	event	input	B1_in
220.089	state		hold_poke
220.184	event	input	B1_out
220.187	state		wait_choice
220.216	event	input	B1_in
220.220	state		hold_poke
220.267	event	input	B1_out
220.270	state		wait_choice
220.304	event	input	B1_in
220.308	state		hold_poke
220.507	event	timer	poke_hold_timer
220.507	state		poked_in
220.508	variable	print	{"num_t": 26, "num_t_in_block": 4, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [2, 6], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 6, "A1": 1, "C1": 19}, "rank_counts": {"best": 19, "second": 3, "third": 4}, "tot_rew_amt": 150}
220.515	state		choice
220.817	event	timer	pulse_off_timer
220.871	event	timer	pulse_on_timer
220.875	state		ITI
221.585	event	sync	rsync
221.876	state		wait_init
222.335	event	input	B1_out
223.531	event	sync	rsync
225.608	event	input	B2_in
225.617	state		wait_choice
225.624	event	input	B2_out
226.116	event	timer	init_cue_timer
226.383	event	input	B1_in
226.386	state		hold_poke
226.586	event	timer	poke_hold_timer
226.586	state		poked_in
226.587	variable	print	{"num_t": 27, "num_t_in_block": 5, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [3, 7], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 7, "A1": 1, "C1": 19}, "rank_counts": {"best": 19, "second": 4, "third": 4}, "tot_rew_amt": 152}
226.594	state		choice
226.896	event	timer	pulse_off_timer
226.950	event	timer	pulse_on_timer
226.955	state		ITI
227.955	state		wait_init
228.512	event	input	B1_out
231.700	event	input	B2_in
231.708	state		wait_choice
231.720	event	input	B2_out
232.208	event	timer	init_cue_timer
232.586	event	input	B1_in
232.589	state		hold_poke
232.744	event	sync	rsync
232.789	event	timer	poke_hold_timer
232.789	state		poked_in
232.790	variable	print	{"num_t": 28, "num_t_in_block": 6, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 2], "stream_hold": [4, 1], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 3, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 8, "A1": 1, "C1": 19}, "rank_counts": {"best": 19, "second": 5, "third": 4}, "tot_rew_amt": 154}
232.797	state		choice
233.099	event	timer	pulse_off_timer
233.153	event	timer	pulse_on_timer
233.157	state		ITI
234.158	state		wait_init
234.458	event	sync	rsync
234.890	event	input	B1_out
236.072	event	input	B2_in
236.080	state		wait_choice
236.122	event	input	B2_out
236.580	event	timer	init_cue_timer
237.095	event	input	C1_in
237.098	state		hold_poke
237.274	event	input	C1_out
237.277	state		wait_choice
237.322	event	input	C1_in
237.325	state		hold_poke
237.525	event	timer	poke_hold_timer
237.525	state		poked_in
237.526	variable	print	{"num_t": 29, "num_t_in_block": 7, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "C1", "chosen_rank": "third", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 2], "stream_hold": [5, 2], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 0, "curr_rew_mag": {"B1": 1, "A1": 3, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 8, "A1": 1, "C1": 20}, "rank_counts": {"best": 19, "second": 5, "third": 5}, "tot_rew_amt": 154}
237.536	state		ITI
237.618	event	input	C1_out
237.681	event	input	C1_in
237.891	event	input	C1_out
238.030	event	timer	no_rew_cue_timer
238.536	state		wait_init
239.692	event	input	B2_in
239.701	state		wait_choice
239.714	event	input	B2_out
239.921	event	sync	rsync
240.200	event	timer	init_cue_timer
240.401	event	input	B1_in
240.404	state		hold_poke
240.604	event	timer	poke_hold_timer
240.604	state		poked_in
240.605	variable	print	{"num_t": 30, "num_t_in_block": 8, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 2], "stream_hold": [6, 3], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 3, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 9, "A1": 1, "C1": 20}, "rank_counts": {"best": 19, "second": 6, "third": 5}, "tot_rew_amt": 156}
240.612	state		choice
240.616	event	input	B1_out
240.663	event	input	B1_in
240.914	event	timer	pulse_off_timer
240.968	event	timer	pulse_on_timer
240.972	state		ITI
241.973	state		wait_init
242.547	event	input	B1_out
245.284	event	input	B2_in
245.293	state		wait_choice
245.339	event	input	B2_out
245.792	event	timer	init_cue_timer
246.869	event	input	C1_in
246.872	state		hold_poke
247.036	event	input	C1_out
247.039	state		wait_choice
247.067	event	input	C1_in
247.070	state		hold_poke
247.270	event	timer	poke_hold_timer
247.270	state		poked_in
247.271	variable	print	{"num_t": 31, "num_t_in_block": 9, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "C1", "chosen_rank": "third", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [7, 1], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 0, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 9, "A1": 1, "C1": 21}, "rank_counts": {"best": 19, "second": 6, "third": 6}, "tot_rew_amt": 156}
247.280	state		ITI
247.352	event	input	C1_out
247.775	event	timer	no_rew_cue_timer
247.921	event	sync	rsync
248.280	state		wait_init
254.389	event	input	B3_in
254.439	event	input	B3_out
255.510	event	sync	rsync
257.407	event	input	B2_in
257.415	state		wait_choice
257.455	event	input	B2_out
257.915	event	timer	init_cue_timer
258.453	event	input	A1_in
258.453	state		hold_poke
258.653	event	timer	poke_hold_timer
258.653	state		poked_in
258.654	variable	print	{"num_t": 32, "num_t_in_block": 10, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "A1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [8, 2], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 2, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 9, "A1": 2, "C1": 21}, "rank_counts": {"best": 20, "second": 6, "third": 6}, "tot_rew_amt": 160}
258.661	state		choice
258.961	event	timer	pulse_off_timer
259.011	event	timer	pulse_on_timer
259.311	event	timer	pulse_off_timer
259.361	event	timer	pulse_on_timer
259.361	state		ITI
260.361	state		wait_init
261.469	event	input	A1_out
262.663	event	sync	rsync
264.900	event	sync	rsync
270.355	event	sync	rsync
270.687	event	input	B2_in
270.696	state		wait_choice
270.713	event	input	B2_out
270.945	event	sync	rsync
271.195	event	timer	init_cue_timer
271.707	event	input	A1_in
271.708	state		hold_poke
271.908	event	timer	poke_hold_timer
271.908	state		poked_in
271.909	variable	print	{"num_t": 33, "num_t_in_block": 11, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "A1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [9, 3], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 2, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 9, "A1": 3, "C1": 21}, "rank_counts": {"best": 21, "second": 6, "third": 6}, "tot_rew_amt": 164}
271.916	state		choice
272.216	event	timer	pulse_off_timer
272.266	event	timer	pulse_on_timer
272.566	event	timer	pulse_off_timer
272.616	event	timer	pulse_on_timer
272.616	state		ITI
273.381	event	sync	rsync
273.616	state		wait_init
276.173	event	input	A1_out
280.250	event	sync	rsync
281.898	event	sync	rsync
290.574	event	sync	rsync
294.188	event	sync	rsync
296.366	event	sync	rsync
298.193	event	input	B2_in
298.202	state		wait_choice
298.285	event	input	B2_out
298.701	event	timer	init_cue_timer
298.966	event	input	B1_in
298.969	state		hold_poke
299.068	event	input	B1_out
299.072	state		wait_choice
299.119	event	input	B1_in
299.122	state		hold_poke
299.322	event	timer	poke_hold_timer
299.322	state		poked_in
299.323	variable	print	{"num_t": 34, "num_t_in_block": 12, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [10, 4], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 10, "A1": 3, "C1": 21}, "rank_counts": {"best": 21, "second": 7, "third": 6}, "tot_rew_amt": 166}
299.330	state		choice
299.394	event	input	B1_out
299.446	event	input	B1_in
299.632	event	timer	pulse_off_timer
299.686	event	timer	pulse_on_timer
299.690	state		ITI
300.691	state		wait_init
300.719	event	input	B1_out
303.644	event	sync	rsync
305.401	event	sync	rsync
306.422	event	input	B2_in
306.430	state		wait_choice
306.491	event	input	B2_out
306.930	event	timer	init_cue_timer
307.426	event	input	A1_in
307.427	state		hold_poke
307.627	event	timer	poke_hold_timer
307.627	state		poked_in
307.628	variable	print	{"num_t": 35, "num_t_in_block": 13, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "A1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [11, 5], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 2, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 10, "A1": 4, "C1": 21}, "rank_counts": {"best": 22, "second": 7, "third": 6}, "tot_rew_amt": 170}
307.635	state		choice
307.935	event	timer	pulse_off_timer
307.985	event	timer	pulse_on_timer
308.285	event	timer	pulse_off_timer
308.335	event	timer	pulse_on_timer
308.335	state		ITI
308.480	event	sync	rsync
309.335	state		wait_init
310.167	event	sync	rsync
310.888	event	input	A1_out
310.915	event	input	A1_in
310.949	event	input	A1_out
314.100	event	sync	rsync
315.083	event	input	B1_in
315.197	event	input	B1_out
315.222	event	input	B1_in
315.475	event	input	B1_out
315.619	event	sync	rsync
317.755	event	input	B2_in
317.764	state		wait_choice
317.796	event	input	B2_out
318.263	event	timer	init_cue_timer
318.516	event	sync	rsync
318.775	event	input	B1_in
318.778	state		hold_poke
318.889	event	input	B1_out
318.892	state		wait_choice
318.915	event	input	B1_in
318.918	state		hold_poke
318.971	event	input	B1_out
318.974	state		wait_choice
318.983	event	input	B1_in
318.986	state		hold_poke
319.186	event	timer	poke_hold_timer
319.186	state		poked_in
319.187	variable	print	{"num_t": 36, "num_t_in_block": 14, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [12, 6], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 11, "A1": 4, "C1": 21}, "rank_counts": {"best": 22, "second": 8, "third": 6}, "tot_rew_amt": 172}
319.194	state		choice
319.496	event	timer	pulse_off_timer
319.550	event	timer	pulse_on_timer
319.555	state		ITI
320.088	event	sync	rsync
320.555	state		wait_init
320.645	event	input	B1_out
322.295	event	sync	rsync
329.854	event	sync	rsync
339.178	event	sync	rsync
346.519	event	sync	rsync
351.212	event	sync	rsync
355.925	event	sync	rsync
358.803	event	sync	rsync
367.700	event	sync	rsync
374.152	event	sync	rsync
377.255	event	input	B2_in
377.263	state		wait_choice
377.318	event	input	B2_out
377.763	event	timer	init_cue_timer
377.934	event	input	B1_in
377.937	state		hold_poke
378.137	event	timer	poke_hold_timer
378.137	state		poked_in
378.138	variable	print	{"num_t": 37, "num_t_in_block": 15, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [13, 7], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 12, "A1": 4, "C1": 21}, "rank_counts": {"best": 22, "second": 9, "third": 6}, "tot_rew_amt": 174}
378.145	state		choice
378.447	event	timer	pulse_off_timer
378.501	event	timer	pulse_on_timer
378.505	state		ITI
378.778	event	sync	rsync
379.506	state		wait_init
379.801	event	input	B1_out
386.106	event	sync	rsync
387.158	event	sync	rsync
390.135	event	input	B2_in
390.143	state		wait_choice
390.195	event	input	B2_out
390.643	event	timer	init_cue_timer
390.843	event	input	B1_in
390.847	state		hold_poke
391.046	event	timer	poke_hold_timer
391.046	state		poked_in
391.052	variable	print	{"num_t": 38, "num_t_in_block": 16, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [1, 8], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 13, "A1": 4, "C1": 21}, "rank_counts": {"best": 23, "second": 9, "third": 6}, "tot_rew_amt": 180}
391.059	state		choice
391.361	event	timer	pulse_off_timer
391.379	event	sync	rsync
391.415	event	timer	pulse_on_timer
391.719	event	timer	pulse_off_timer
391.773	event	timer	pulse_on_timer
392.077	event	timer	pulse_off_timer
392.131	event	timer	pulse_on_timer
392.135	state		ITI
393.136	state		wait_init
394.139	event	input	B1_out
397.763	event	input	B2_in
397.771	state		wait_choice
397.783	event	input	B2_out
398.097	event	sync	rsync
398.271	event	timer	init_cue_timer
398.575	event	input	B1_in
398.579	state		hold_poke
398.778	event	timer	poke_hold_timer
398.778	state		poked_in
398.779	variable	print	{"num_t": 39, "num_t_in_block": 17, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [2, 9], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 14, "A1": 4, "C1": 21}, "rank_counts": {"best": 24, "second": 9, "third": 6}, "tot_rew_amt": 186}
398.786	state		choice
399.088	event	timer	pulse_off_timer
399.142	event	timer	pulse_on_timer
399.446	event	timer	pulse_off_timer
399.500	event	timer	pulse_on_timer
399.804	event	timer	pulse_off_timer
399.858	event	timer	pulse_on_timer
399.863	state		ITI
400.863	state		wait_init
402.979	event	input	B1_out
404.806	event	input	B2_in
404.814	state		wait_choice
404.826	event	input	B2_out
404.976	event	sync	rsync
405.314	event	timer	init_cue_timer
405.737	event	input	B1_in
405.740	state		hold_poke
405.940	event	timer	poke_hold_timer
405.940	state		poked_in
405.941	variable	print	{"num_t": 40, "num_t_in_block": 18, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [3, 10], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 15, "A1": 4, "C1": 21}, "rank_counts": {"best": 25, "second": 9, "third": 6}, "tot_rew_amt": 192}
405.948	state		choice
406.250	event	timer	pulse_off_timer
406.304	event	timer	pulse_on_timer
406.608	event	timer	pulse_off_timer
406.662	event	timer	pulse_on_timer
406.966	event	timer	pulse_off_timer
407.020	event	timer	pulse_on_timer
407.024	state		ITI
408.025	state		wait_init
408.384	event	sync	rsync
409.827	event	sync	rsync
410.497	event	input	B1_out
412.238	event	input	B2_in
412.247	state		wait_choice
412.255	event	input	B2_out
412.747	event	timer	init_cue_timer
413.646	event	input	B1_in
413.649	state		hold_poke
413.849	event	timer	poke_hold_timer
413.849	state		poked_in
413.850	variable	print	{"num_t": 41, "num_t_in_block": 19, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [4, 11], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 16, "A1": 4, "C1": 21}, "rank_counts": {"best": 26, "second": 9, "third": 6}, "tot_rew_amt": 198}
413.857	state		choice
414.160	event	timer	pulse_off_timer
414.215	event	timer	pulse_on_timer
414.314	event	sync	rsync
414.519	event	timer	pulse_off_timer
414.573	event	timer	pulse_on_timer
414.877	event	timer	pulse_off_timer
414.931	event	timer	pulse_on_timer
414.936	state		ITI
415.936	state		wait_init
416.983	event	sync	rsync
418.373	event	input	B1_out
418.422	event	input	B1_in
418.446	event	sync	rsync
418.484	event	input	B1_out
418.504	event	input	B1_in
418.719	event	input	B1_out
422.578	event	input	B2_in
422.586	state		wait_choice
422.597	event	input	B2_out
423.086	event	timer	init_cue_timer
423.412	event	input	B1_in
423.415	state		hold_poke
423.615	event	timer	poke_hold_timer
423.615	state		poked_in
423.616	variable	print	{"num_t": 42, "num_t_in_block": 20, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [1, 12], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 17, "A1": 4, "C1": 21}, "rank_counts": {"best": 26, "second": 10, "third": 6}, "tot_rew_amt": 200}
423.623	state		choice
423.925	event	timer	pulse_off_timer
423.979	event	timer	pulse_on_timer
423.983	state		ITI
424.984	state		wait_init
425.210	event	sync	rsync
426.266	event	input	B1_out
429.169	event	input	B2_in
429.178	state		wait_choice
429.207	event	input	B2_out
429.677	event	timer	init_cue_timer
429.891	event	input	B1_in
429.895	state		hold_poke
430.094	event	timer	poke_hold_timer
430.094	state		poked_in
430.095	variable	print	{"num_t": 43, "num_t_in_block": 21, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [2, 13], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 18, "A1": 4, "C1": 21}, "rank_counts": {"best": 26, "second": 11, "third": 6}, "tot_rew_amt": 202}
430.102	state		choice
430.404	event	timer	pulse_off_timer
430.458	event	timer	pulse_on_timer
430.462	state		ITI
431.463	state		wait_init
431.526	event	sync	rsync
432.523	event	input	B1_out
435.739	event	input	B2_in
435.747	state		wait_choice
435.778	event	input	B2_out
436.247	event	timer	init_cue_timer
436.446	event	input	B1_in
436.450	state		hold_poke
436.649	event	timer	poke_hold_timer
436.649	state		poked_in
436.650	variable	print	{"num_t": 44, "num_t_in_block": 22, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [3, 14], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 1, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 19, "A1": 4, "C1": 21}, "rank_counts": {"best": 26, "second": 12, "third": 6}, "tot_rew_amt": 204}
436.657	state		choice
436.959	event	timer	pulse_off_timer
437.013	event	timer	pulse_on_timer
437.020	state		ITI
438.020	state		wait_init
439.297	event	input	B1_out
440.046	event	sync	rsync
448.142	event	sync	rsync
451.202	event	sync	rsync
457.904	event	sync	rsync
462.950	event	sync	rsync
466.423	event	sync	rsync
474.302	event	sync	rsync
483.476	event	sync	rsync
485.397	event	sync	rsync
493.111	event	sync	rsync
493.881	event	sync	rsync
496.767	event	sync	rsync
500.858	event	input	A1_in
501.043	event	input	A1_out
504.079	event	sync	rsync
505.577	event	input	B2_in
505.586	state		wait_choice
505.867	event	input	B2_out
506.085	event	timer	init_cue_timer
507.027	event	input	C1_in
507.030	state		hold_poke
507.162	event	input	C1_out
507.165	state		wait_choice
507.185	event	input	C1_in
507.188	state		hold_poke
507.388	event	timer	poke_hold_timer
507.388	state		poked_in
507.389	variable	print	{"num_t": 45, "num_t_in_block": 23, "num_blocks": 2, "curr_block_len": 33, "chosen_tow": "C1", "chosen_rank": "third", "num_long_pokes": 0, "long_pokes": [], "stream_state": [0, 1], "stream_hold": [4, 15], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 0, "curr_rew_mag": {"B1": 1, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 19, "A1": 4, "C1": 22}, "rank_counts": {"best": 26, "second": 12, "third": 7}, "tot_rew_amt": 204}
507.399	state		ITI
507.513	event	input	C1_out
507.585	event	input	C1_in
507.893	event	timer	no_rew_cue_timer
507.921	event	input	C1_out
508.177	event	input	C1_in
508.381	event	input	C1_out
508.399	state		wait_init
508.411	event	sync	rsync
510.256	event	sync	rsync
518.785	event	sync	rsync
527.902	event	sync	rsync
536.153	event	sync	rsync
