time	type	subtype	content
59.186	variable	print	{"num_t": 10, "num_t_in_block": 21, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 3], "stream_hold": [3, 3], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 4, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 7, "A1": 2, "C1": 1}, "rank_counts": {"best": 2, "second": 7, "third": 1}, "tot_rew_amt": 58}
59.193	state		choice
59.495	event	timer	pulse_off_timer
59.549	event	timer	pulse_on_timer
59.853	event	timer	pulse_off_timer
59.907	event	timer	pulse_on_timer
60.211	event	timer	pulse_off_timer
60.265	event	timer	pulse_on_timer
60.270	state		ITI
61.270	state		wait_init
63.139	event	input	B1_out
64.121	event	input	B2_in
64.129	state		wait_choice
64.145	event	input	B2_out
64.629	event	timer	init_cue_timer
64.857	event	input	B1_in
64.860	state		hold_poke
65.060	event	timer	poke_hold_timer
65.060	state		poked_in
65.061	variable	print	{"num_t": 11, "num_t_in_block": 22, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 1], "stream_hold": [1, 1], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 8, "A1": 2, "C1": 1}, "rank_counts": {"best": 3, "second": 7, "third": 1}, "tot_rew_amt": 66}
65.068	state		choice
65.370	event	timer	pulse_off_timer
65.424	event	timer	pulse_on_timer
65.728	event	timer	pulse_off_timer
65.782	event	timer	pulse_on_timer
65.886	event	sync	rsync
66.086	event	timer	pulse_off_timer
66.140	event	timer	pulse_on_timer
66.444	event	timer	pulse_off_timer
66.498	event	timer	pulse_on_timer
66.502	state		ITI
67.503	state		wait_init
69.395	event	input	B1_out
71.041	event	input	B2_in
71.049	state		wait_choice
71.086	event	input	B2_out
71.549	event	timer	init_cue_timer
71.692	event	input	B1_in
71.696	state		hold_poke
71.895	event	timer	poke_hold_timer
71.895	state		poked_in
71.896	variable	print	{"num_t": 12, "num_t_in_block": 23, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 1], "stream_hold": [2, 2], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 9, "A1": 2, "C1": 1}, "rank_counts": {"best": 4, "second": 7, "third": 1}, "tot_rew_amt": 74}
71.903	state		choice
72.205	event	timer	pulse_off_timer
72.259	event	timer	pulse_on_timer
72.563	event	timer	pulse_off_timer
72.617	event	timer	pulse_on_timer
72.646	event	sync	rsync
72.921	event	timer	pulse_off_timer
72.975	event	timer	pulse_on_timer
73.279	event	timer	pulse_off_timer
73.333	event	timer	pulse_on_timer
73.337	state		ITI
74.338	state		wait_init
74.341	event	sync	rsync
76.851	event	input	B1_out
77.927	event	input	B2_in
77.936	state		wait_choice
77.942	event	input	B2_out
78.435	event	timer	init_cue_timer
78.703	event	input	B1_in
78.706	state		hold_poke
78.906	event	timer	poke_hold_timer
78.906	state		poked_in
78.912	variable	print	{"num_t": 13, "num_t_in_block": 24, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 1], "stream_hold": [3, 3], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 10, "A1": 2, "C1": 1}, "rank_counts": {"best": 5, "second": 7, "third": 1}, "tot_rew_amt": 82}
78.919	state		choice
79.221	event	timer	pulse_off_timer
79.275	event	timer	pulse_on_timer
79.579	event	timer	pulse_off_timer
79.633	event	timer	pulse_on_timer
79.937	event	timer	pulse_off_timer
79.991	event	timer	pulse_on_timer
80.295	event	timer	pulse_off_timer
80.349	event	timer	pulse_on_timer
80.354	state		ITI
81.354	state		wait_init
83.725	event	input	B1_out
83.747	event	sync	rsync
85.082	event	input	B2_in
85.091	state		wait_choice
85.104	event	input	B2_out
85.590	event	timer	init_cue_timer
85.893	event	input	B1_in
85.897	state		hold_poke
86.096	event	timer	poke_hold_timer
86.096	state		poked_in
86.097	variable	print	{"num_t": 14, "num_t_in_block": 25, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 1], "stream_hold": [4, 4], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 4, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 11, "A1": 2, "C1": 1}, "rank_counts": {"best": 6, "second": 7, "third": 1}, "tot_rew_amt": 90}
86.104	state		choice
86.406	event	timer	pulse_off_timer
86.460	event	timer	pulse_on_timer
86.764	event	timer	pulse_off_timer
86.818	event	timer	pulse_on_timer
87.122	event	timer	pulse_off_timer
87.176	event	timer	pulse_on_timer
87.480	event	timer	pulse_off_timer
87.534	event	timer	pulse_on_timer
87.538	state		ITI
88.539	state		wait_init
90.606	event	input	B1_out
93.180	event	sync	rsync
95.002	event	input	B2_in
95.011	state		wait_choice
95.060	event	input	B2_out
95.510	event	timer	init_cue_timer
95.892	event	input	B1_in
95.895	state		hold_poke
96.095	event	timer	poke_hold_timer
96.095	state		poked_in
96.096	variable	print	{"num_t": 15, "num_t_in_block": 26, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [1, 5], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 12, "A1": 2, "C1": 1}, "rank_counts": {"best": 7, "second": 7, "third": 1}, "tot_rew_amt": 96}
96.103	state		choice
96.405	event	timer	pulse_off_timer
96.459	event	timer	pulse_on_timer
96.763	event	timer	pulse_off_timer
96.817	event	timer	pulse_on_timer
97.121	event	timer	pulse_off_timer
97.175	event	timer	pulse_on_timer
97.179	state		ITI
98.180	state		wait_init
99.153	event	sync	rsync
100.268	event	input	B1_out
101.767	event	input	B2_in
101.775	state		wait_choice
101.785	event	input	B2_out
102.145	event	sync	rsync
102.275	event	timer	init_cue_timer
102.463	event	input	B1_in
102.467	state		hold_poke
102.666	event	timer	poke_hold_timer
102.666	state		poked_in
102.672	variable	print	{"num_t": 16, "num_t_in_block": 27, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [2, 6], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 13, "A1": 2, "C1": 1}, "rank_counts": {"best": 8, "second": 7, "third": 1}, "tot_rew_amt": 102}
102.679	state		choice
102.981	event	timer	pulse_off_timer
103.035	event	timer	pulse_on_timer
103.339	event	timer	pulse_off_timer
103.393	event	timer	pulse_on_timer
103.697	event	timer	pulse_off_timer
103.751	event	timer	pulse_on_timer
103.756	state		ITI
104.756	state		wait_init
106.439	event	input	B1_out
107.810	event	input	B2_in
107.818	state		wait_choice
107.830	event	input	B2_out
108.318	event	timer	init_cue_timer
108.499	event	input	B1_in
108.502	state		hold_poke
108.702	event	timer	poke_hold_timer
108.702	state		poked_in
108.703	variable	print	{"num_t": 17, "num_t_in_block": 28, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [3, 1], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 14, "A1": 2, "C1": 1}, "rank_counts": {"best": 9, "second": 7, "third": 1}, "tot_rew_amt": 108}
108.710	state		choice
109.012	event	timer	pulse_off_timer
109.045	event	sync	rsync
109.066	event	timer	pulse_on_timer
109.370	event	timer	pulse_off_timer
109.424	event	timer	pulse_on_timer
109.728	event	timer	pulse_off_timer
109.782	event	timer	pulse_on_timer
109.787	state		ITI
110.787	state		wait_init
112.910	event	input	B1_out
113.959	event	input	B2_in
113.967	state		wait_choice
113.978	event	input	B2_out
114.467	event	timer	init_cue_timer
114.609	event	input	B1_in
114.612	state		hold_poke
114.812	event	timer	poke_hold_timer
114.812	state		poked_in
114.813	variable	print	{"num_t": 18, "num_t_in_block": 29, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [4, 2], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 15, "A1": 2, "C1": 1}, "rank_counts": {"best": 10, "second": 7, "third": 1}, "tot_rew_amt": 114}
114.820	state		choice
115.122	event	timer	pulse_off_timer
115.176	event	timer	pulse_on_timer
115.480	event	timer	pulse_off_timer
115.534	event	timer	pulse_on_timer
115.838	event	timer	pulse_off_timer
115.892	event	timer	pulse_on_timer
115.896	state		ITI
116.897	state		wait_init
117.698	event	sync	rsync
118.882	event	input	B1_out
120.137	event	input	B2_in
120.145	state		wait_choice
120.167	event	input	B2_out
120.460	event	sync	rsync
120.645	event	timer	init_cue_timer
120.959	event	input	B1_in
120.963	state		hold_poke
121.162	event	timer	poke_hold_timer
121.162	state		poked_in
121.163	variable	print	{"num_t": 19, "num_t_in_block": 30, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [5, 3], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 16, "A1": 2, "C1": 1}, "rank_counts": {"best": 11, "second": 7, "third": 1}, "tot_rew_amt": 120}
121.170	state		choice
121.473	event	timer	pulse_off_timer
121.528	event	timer	pulse_on_timer
121.833	event	timer	pulse_off_timer
121.887	event	timer	pulse_on_timer
122.191	event	timer	pulse_off_timer
122.245	event	timer	pulse_on_timer
122.250	state		ITI
123.250	state		wait_init
125.329	event	input	B1_out
126.517	event	input	B2_in
126.526	state		wait_choice
126.536	event	input	B2_out
127.025	event	timer	init_cue_timer
127.201	event	input	B1_in
127.204	state		hold_poke
127.404	event	timer	poke_hold_timer
127.404	state		poked_in
127.405	variable	print	{"num_t": 20, "num_t_in_block": 31, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [6, 4], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 17, "A1": 2, "C1": 1}, "rank_counts": {"best": 12, "second": 7, "third": 1}, "tot_rew_amt": 126}
127.412	state		choice
127.714	event	timer	pulse_off_timer
127.768	event	timer	pulse_on_timer
128.072	event	timer	pulse_off_timer
128.126	event	timer	pulse_on_timer
128.430	event	timer	pulse_off_timer
128.484	event	timer	pulse_on_timer
128.488	state		ITI
129.363	event	sync	rsync
129.489	state		wait_init
131.740	event	input	B1_out
132.826	event	input	B2_in
132.835	state		wait_choice
132.855	event	input	B2_out
133.335	event	timer	init_cue_timer
133.616	event	input	B1_in
133.619	state		hold_poke
133.819	event	timer	poke_hold_timer
133.819	state		poked_in
133.820	variable	print	{"num_t": 21, "num_t_in_block": 32, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 0], "stream_hold": [7, 5], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 1, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 18, "A1": 2, "C1": 1}, "rank_counts": {"best": 13, "second": 7, "third": 1}, "tot_rew_amt": 132}
133.827	state		choice
134.129	event	timer	pulse_off_timer
134.183	event	timer	pulse_on_timer
134.487	event	timer	pulse_off_timer
134.541	event	timer	pulse_on_timer
134.845	event	timer	pulse_off_timer
134.899	event	timer	pulse_on_timer
134.904	state		ITI
135.904	state		wait_init
135.979	event	sync	rsync
138.106	event	input	B1_out
138.769	event	sync	rsync
139.162	event	input	B2_in
139.171	state		wait_choice
139.206	event	input	B2_out
139.671	event	timer	init_cue_timer
140.036	event	input	B1_in
140.039	state		hold_poke
140.239	event	timer	poke_hold_timer
140.239	state		poked_in
140.240	variable	print	{"num_t": 22, "num_t_in_block": 33, "num_blocks": 1, "curr_block_len": 33, "chosen_tow": "B1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [8, 1], "inactive_arm": "C1", "arm_to_stream": {"B1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 3, "A1": 2, "C1": 0}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 19, "A1": 2, "C1": 1}, "rank_counts": {"best": 14, "second": 7, "third": 1}, "tot_rew_amt": 138}
140.247	state		choice
140.549	event	timer	pulse_off_timer
140.603	event	timer	pulse_on_timer
140.910	event	timer	pulse_off_timer
140.964	event	timer	pulse_on_timer
141.269	event	timer	pulse_off_timer
141.323	event	timer	pulse_on_timer
141.328	state		ITI
142.328	state		wait_init
144.185	event	sync	rsync
144.610	event	input	B1_out
145.331	event	sync	rsync
145.712	event	input	B2_in
145.720	state		wait_choice
145.731	event	input	B2_out
146.220	event	timer	init_cue_timer
146.474	event	input	B1_in
146.477	state		hold_poke
146.677	event	timer	poke_hold_timer
146.677	state		poked_in
