time	type	subtype	content
146.678	variable	print	{"num_t": 23, "num_t_in_block": 1, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "B1", "chosen_rank": "third", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [8, 1], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 0, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 20, "A1": 2, "C1": 1}, "rank_counts": {"best": 14, "second": 7, "third": 2}, "tot_rew_amt": 138}
146.687	state		ITI
147.017	event	input	B1_out
147.182	event	timer	no_rew_cue_timer
147.687	state		wait_init
149.059	event	input	B2_in
149.067	state		wait_choice
149.099	event	input	B2_out
149.567	event	timer	init_cue_timer
150.406	event	input	B1_in
150.410	state		hold_poke
150.609	event	timer	poke_hold_timer
150.609	state		poked_in
150.610	variable	print	{"num_t": 24, "num_t_in_block": 2, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "B1", "chosen_rank": "third", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [9, 2], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 0, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 2, "C1": 1}, "rank_counts": {"best": 14, "second": 7, "third": 3}, "tot_rew_amt": 138}
150.620	state		ITI
150.750	event	input	B1_out
151.114	event	timer	no_rew_cue_timer
151.559	event	input	A1_in
151.620	state		wait_init
151.933	event	input	A1_out
152.648	event	sync	rsync
153.820	event	input	B2_in
153.828	state		wait_choice
153.857	event	input	B2_out
154.328	event	timer	init_cue_timer
155.551	event	input	A1_in
155.552	state		hold_poke
155.752	event	timer	poke_hold_timer
155.752	state		poked_in
155.753	variable	print	{"num_t": 25, "num_t_in_block": 3, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "A1", "chosen_rank": "second", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [10, 3], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 2, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 3, "C1": 1}, "rank_counts": {"best": 14, "second": 8, "third": 3}, "tot_rew_amt": 142}
155.760	state		choice
156.060	event	timer	pulse_off_timer
156.110	event	timer	pulse_on_timer
156.410	event	timer	pulse_off_timer
156.460	event	timer	pulse_on_timer
156.460	state		ITI
157.460	state		wait_init
158.022	event	sync	rsync
159.615	event	input	A1_out
161.110	event	input	B2_in
161.118	state		wait_choice
161.183	event	input	B2_out
161.230	event	sync	rsync
161.618	event	timer	init_cue_timer
162.664	event	input	C1_in
162.667	state		hold_poke
162.857	event	input	C1_out
162.860	state		wait_choice
162.899	event	input	C1_in
162.902	state		hold_poke
163.102	event	timer	poke_hold_timer
163.102	state		poked_in
163.103	variable	print	{"num_t": 26, "num_t_in_block": 4, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [11, 4], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 3, "C1": 2}, "rank_counts": {"best": 15, "second": 8, "third": 3}, "tot_rew_amt": 148}
163.110	state		choice
163.157	event	input	C1_out
163.236	event	input	C1_in
163.412	event	timer	pulse_off_timer
163.465	event	timer	pulse_on_timer
163.769	event	timer	pulse_off_timer
163.822	event	timer	pulse_on_timer
164.126	event	timer	pulse_off_timer
164.179	event	timer	pulse_on_timer
164.183	state		ITI
165.131	event	sync	rsync
165.184	state		wait_init
166.712	event	input	C1_out
168.520	event	input	B2_in
168.528	state		wait_choice
168.541	event	input	B2_out
169.028	event	timer	init_cue_timer
170.030	event	input	C1_in
170.034	state		hold_poke
170.233	event	timer	poke_hold_timer
170.233	state		poked_in
170.234	variable	print	{"num_t": 27, "num_t_in_block": 5, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [12, 5], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 3, "C1": 3}, "rank_counts": {"best": 16, "second": 8, "third": 3}, "tot_rew_amt": 154}
170.241	state		choice
170.543	event	timer	pulse_off_timer
170.596	event	timer	pulse_on_timer
170.900	event	timer	pulse_off_timer
170.911	event	sync	rsync
170.953	event	timer	pulse_on_timer
171.257	event	timer	pulse_off_timer
171.310	event	timer	pulse_on_timer
171.314	state		ITI
172.315	state		wait_init
173.801	event	input	C1_out
175.254	event	input	B2_in
175.263	state		wait_choice
175.276	event	sync	rsync
175.306	event	input	B2_out
175.762	event	timer	init_cue_timer
176.890	event	input	C1_in
176.893	state		hold_poke
177.093	event	timer	poke_hold_timer
177.093	state		poked_in
177.094	variable	print	{"num_t": 28, "num_t_in_block": 6, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [13, 6], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 3, "C1": 4}, "rank_counts": {"best": 17, "second": 8, "third": 3}, "tot_rew_amt": 160}
177.101	state		choice
177.403	event	timer	pulse_off_timer
177.456	event	timer	pulse_on_timer
177.760	event	timer	pulse_off_timer
177.813	event	timer	pulse_on_timer
178.117	event	timer	pulse_off_timer
178.170	event	timer	pulse_on_timer
178.174	state		ITI
179.175	state		wait_init
180.022	event	sync	rsync
181.161	event	input	C1_out
182.457	event	input	B2_in
182.466	state		wait_choice
182.483	event	input	B2_out
182.547	event	sync	rsync
182.965	event	timer	init_cue_timer
183.633	event	input	C1_in
183.637	state		hold_poke
183.836	event	timer	poke_hold_timer
183.836	state		poked_in
183.842	variable	print	{"num_t": 29, "num_t_in_block": 7, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [14, 7], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 3, "C1": 5}, "rank_counts": {"best": 18, "second": 8, "third": 3}, "tot_rew_amt": 166}
183.849	state		choice
184.151	event	timer	pulse_off_timer
184.204	event	timer	pulse_on_timer
184.508	event	timer	pulse_off_timer
184.561	event	timer	pulse_on_timer
184.865	event	timer	pulse_off_timer
184.918	event	timer	pulse_on_timer
184.923	state		ITI
185.923	state		wait_init
187.438	event	input	C1_out
188.655	event	input	B2_in
188.663	state		wait_choice
188.697	event	input	B2_out
189.163	event	timer	init_cue_timer
189.653	event	input	C1_in
189.656	state		hold_poke
189.856	event	timer	poke_hold_timer
189.856	state		poked_in
189.857	variable	print	{"num_t": 30, "num_t_in_block": 8, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [2, 1], "stream_hold": [15, 8], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 3, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 3}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 3, "C1": 6}, "rank_counts": {"best": 19, "second": 8, "third": 3}, "tot_rew_amt": 172}
189.864	state		choice
190.166	event	timer	pulse_off_timer
190.219	event	timer	pulse_on_timer
190.523	event	timer	pulse_off_timer
190.576	event	timer	pulse_on_timer
190.880	event	timer	pulse_off_timer
190.933	event	timer	pulse_on_timer
190.938	state		ITI
191.938	state		wait_init
191.941	event	sync	rsync
193.709	event	input	C1_out
195.031	event	input	B2_in
195.040	state		wait_choice
195.056	event	input	B2_out
195.539	event	timer	init_cue_timer
195.795	event	sync	rsync
195.975	event	input	C1_in
195.978	state		hold_poke
196.178	event	timer	poke_hold_timer
196.178	state		poked_in
196.179	variable	print	{"num_t": 31, "num_t_in_block": 9, "num_blocks": 2, "curr_block_len": 31, "chosen_tow": "C1", "chosen_rank": "best", "num_long_pokes": 0, "long_pokes": [], "stream_state": [3, 1], "stream_hold": [1, 9], "inactive_arm": "B1", "arm_to_stream": {"C1": 0, "A1": 1}, "num_rew_pulses": 4, "curr_rew_mag": {"B1": 0, "A1": 2, "C1": 4}, "c_tows": ["A1", "B1", "C1"], "choice_counts": {"B1": 21, "A1": 3, "C1": 7}, "rank_counts": {"best": 20, "second": 8, "third": 3}, "tot_rew_amt": 180}
196.186	state		choice
196.488	event	timer	pulse_off_timer
196.541	event	timer	pulse_on_timer
196.845	event	timer	pulse_off_timer
196.898	event	timer	pulse_on_timer
197.202	event	timer	pulse_off_timer
197.255	event	timer	pulse_on_timer
197.373	event	sync	rsync
197.559	event	timer	pulse_off_timer
197.612	event	timer	pulse_on_timer
197.617	state		ITI
198.617	state		wait_init
199.085	event	sync	rsync
200.313	event	input	C1_out
201.875	event	input	B2_in
201.883	state		wait_choice
201.887	event	input	B2_out
202.383	event	timer	init_cue_timer
202.660	event	input	A1_in
202.661	state		hold_poke
202.666	event	input	A1_out
202.666	state		wait_choice
202.742	error		Traceback (most recent call last):||  File "<stdin>", line 1, in <module>||  File "pyControl/framework.py", line 147, in run||  File "devices/grid_maze.py", line 338, in _process_interrupt||  File "devices/grid_maze.py", line 309, in read_register||pyControlError: Unable to communicate with maze_expander board.|
202.742	info	end_time	2026-03-30T11:00:20.676
